범죄별(1),범죄별(2),범죄별(3),2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012
범죄별(1),범죄별(2),범죄별(3),합계,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,합계,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,합계,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,합계,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,합계,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,합계,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,동종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범,이종재범
범죄별(1),범죄별(2),범죄별(3),소계,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과,소계,1개월 이내,3개월 이내,6개월 이내,1년 이내,2년 이내,3년 이내,3년 초과
형법범,위조범죄,인장,100,-,-,-,-,-,-,-,-,100,-,-,-,0,-,,-,150,,-,-,-,,,-,-,50,-,-,,100,-,-,-,-40,-,-,-,-,-,-,-,-,0,,-,-,0,-,-,-,300,,,-,-,,-,-,-,133.3,-,,,50,,-,-,-25,-40,-,-,-,-,-,-,,-14.3,,-50,0,-33.3,-,-,-,11.1,-33.3,-,-,-,,-,,-,33.3,-50,-,0,150,-,,-
형법범,공무원범죄,소계,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,공무원범죄,직무유기,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,공무원범죄,직권남용,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,공무원범죄,수뢰,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,공무원범죄,증뢰,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,풍속범죄,소계,-75,-,-,-,-,-,-,-,-,-74.3,-,0,,-20,-88.9,-,-77.8,166.7,,-,-,-,,-,,-,122.2,-,100,100,0,300,,100,54.2,100,,,-,0,,0,-,45,-,0,0,150,100,-25,0,-43.2,-50,-,-50,,-,100,-,-,-41.4,-,-50,0,-10,-75,0,-,0,0,,-,0,,-50,-,-,0,-,200,-,-22.2,100,-66.7,,33.3,-25,-,,-,100,-,-,-,47.1,,-66.7,,-28.6,75,300,-50
형법범,풍속범죄,간통,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,풍속범죄,혼인빙자간음,0,-,-,-,-,-,-,-,-,0,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,풍속범죄,도박과복표,-85.7,-,-,-,-,-,-,-,-,-85.3,-,-,-,-40,-88.9,-,-88.9,340,,-,-,-,,-,,-,280,-,,,0,300,,300,54.5,133.3,,,-,50,-,0,-,42.1,-,0,-50,233.3,75,-25,0,-44.1,-57.1,-,-50,,-,,-,-,-40.7,-,-50,100,-20,-71.4,0,-,-21.1,-,-,-,-,-,-,-,-,-6.3,-,200,-,-25,100,-66.7,,33.3,-,-,-,-,-,-,-,-,33.3,,-66.7,,-33.3,25,200,0
형법범,풍속범죄,신앙,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,풍속범죄,기타음란행위,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,100,,-,-,-,,-,-,-,0,-,-,-,,-,-,-,50,0,-,-,-,-,,-,-,100,-,-,,-,,-,-,-33.3,0,-,-,-,-,0,-,-,-50,-,-,-,,-,-,-,150,300,,-,,,0,-,-,0,-,-,-,0,-,-,-,60,-25,-,,-,100,-,-,-,400,,-,-,0,,,-
형법범,과실범죄,소계,-30.8,-,-,-,-,-,-,-,-,-30.8,0,,,0,-80,-50,-50,100,-,-,-,-,-,-,-,-,100,0,-,500,33.3,200,0,200,16.7,,,-,-,,,,-,-5.6,0,,-66.7,75,0,100,-,9.5,-50,-,-,-,-,0,0,-,23.5,100,-50,200,28.6,-66.7,-50,,-30.4,0,-,,-,-,-,0,-,-33.3,50,0,-50,-44.4,0,0,-,50,0,,-,-,-,,-,-,57.1,66.7,100,0,-40,300,100,
형법범,과실범죄,과실치사상,-40,-,-,-,-,-,-,-,-,-40,,-,,-50,-,-,-,33.3,-,-,-,-,-,-,-,-,33.3,-,-,100,-,,-,,25,,-,-,-,-,-,,-,0,-,-,-,,100,,-,20,0,-,-,-,-,,-,-,25,,-,-,200,-50,-,-,-16.7,0,-,,-,-,-,-,-,-20,-,-,,-66.7,0,,-,-20,100,,-,-,-,,-,-,-50,-,-,-,-,100,-,-
형법범,과실범죄,업무상과실치사상,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,100,-,-,-,-,-,-,-,-,100,-,-,-,-,-,,,-50,-,-,-,-,-,-,-,-,-50,-,-,-,-,-,0,-,100,,-,-,-,-,-,,-,0,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,
형법범,과실범죄,실화,-37.5,-,-,-,-,-,-,-,-,-37.5,-,,-,0,-66.7,0,-50,140,-,-,-,-,-,-,-,-,140,,-,,300,100,-,0,25,,,-,-,,,-,-,0,0,,-50,50,-50,-,-,0,-,-,-,-,-,-,-,-,25,0,-50,200,0,-,,-,-26.7,,-,-,-,-,-,,-,-33.3,200,0,-66.7,-33.3,-,-,-,54.5,-,-,-,-,-,-,-,-,70,66.7,100,0,-25,,,
형법범,기타형법범죄,소계,41.4,3.1,150,-60,-50,-17.6,50,,,51.7,300,127.3,40,0,135.3,76.9,45.5,48.4,57.6,-60,500,500,21.4,-33.3,66.7,-,46.7,175,8,85.7,67.9,20,26.1,31.3,-15.4,-17.3,300,-66.7,-41.7,-35.3,75,-20,,-15,-36.4,37,26.9,-12.8,-35.4,-13.8,-76.2,3.3,25.6,-62.5,175,14.3,100,-28.6,25,-,-0.9,21.4,-24.3,-54.5,-4.9,64.5,8,80,24.7,1.9,200,-9.1,12.5,-13.6,20,-60,-,30.2,105.9,125,186.7,-12.8,13.7,-33.3,-11.1,70.7,23.6,11.1,40,66.7,10.5,-16.7,0,,79.5,54.3,19,69.8,130.9,43.1,177.8,325
형법범,기타형법범죄,명예,600,-,-,-,-,-,-,-,-,600,,-,0,-,,,,200,,-,,,,,-,-,157.1,0,,200,,100,-40,66.7,-45.2,-50,-,-,-,-50,100,-,-,-44.4,0,-50,-66.7,0,-87.5,33.3,-,56.5,33.3,,-,-,0,0,-,-,60,0,0,100,0,1100,-50,,44.4,-50,0,,-,-,-,-,-,56.3,600,66.7,300,50,-8.3,50,-50,171.2,400,100,-,,,,-,,162,157.1,300,37.5,133.3,172.7,166.7,800
형법범,기타형법범죄,권리행사방해,,-,-,-,-,-,-,-,-,,-,-,-,-,,-,-,50,-,-,-,-,-,-,-,-,50,-,-,-,,-,-,-,33.3,,,-,-,-,-,-,-,0,-,-,,-33.3,-,-,-,100,0,-,-,-,,-,-,-,133.3,,,-,-50,,,-,0,-,-,-,-,-,-,-,-,14.3,0,-50,,200,0,-,-,375,,,,,-,-,-,-,275,200,300,200,66.7,400,,
형법범,기타형법범죄,신용업무경매,54.5,0,-,-,-,-50,-,-,,66.7,-,,-,0,,50,0,64.7,100,,-,-,0,,-,-,60,,150,,80,-50,33.3,-,10.7,25,-,,,-,-,,,8.3,0,0,0,44.4,-50,-25,-,-25.8,-40,-,-50,-,,-,-,-,-23.1,100,-80,-66.7,-23.1,300,-33.3,-,78.3,200,,300,,-50,-,-,-,60,50,400,200,-10,150,-50,,29.3,-55.6,-,-,-66.7,100,-,,-,53.1,33.3,-20,166.7,33.3,-20,700,400
형법범,기타형법범죄,주거침입,8.7,-37.5,-,-50,0,-25,-,-,-,33.3,,,200,-28.6,-75,-66.7,,92,80,-,100,100,0,,,-,95,200,-66.7,-33.3,280,300,400,-50,2.1,22.2,,-,150,-33.3,-,-,-,-2.6,0,200,250,-52.6,-25,40,-,36.7,127.3,-50,,-40,450,,,-,10.5,0,16.7,-85.7,22.2,166.7,-28.6,,55.2,-36,50,-85.7,-,-18.2,200,-,-,109.5,166.7,257.1,1200,63.6,25,20,-,20.2,6.3,-33.3,300,,-33.3,-66.7,-,-,22.7,-37.5,-20,7.7,122.2,40,16.7,
형법범,기타형법범죄,비밀침해,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범죄,유기,,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,300,-,-,-,-,-,-,-,-,300,-,-,-,,-,-,,-75,-,-,-,-,-,-,-,-,-75,-,-,-,-66.7,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,,-,-,-
형법범,기타형법범죄,낙태,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범죄,아편,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범죄,교통방해,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,-,-,-,,,-,,-,,-,-,0,-,-,-,-,-,-,-,-,25,-,-,-,,-,,-,160,,-,-,,-,-,-,-,140,,,-,0,-,100,-,-76.9,-,-,-,-,-,-,-,-,-75,-,-,,-,,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,0,,-
형법범,기타형법범죄,공무방해,32.7,30,400,-50,-66.7,0,50,,-,33.3,400,37.5,42.9,-6.8,125,100,11.1,6.3,3.8,-,400,800,-20,-83.3,33.3,-,6.9,100,-18.2,30,2.4,-11.1,25,10,-27.2,-29.6,,-60,-88.9,-12.5,100,-25,,-26.6,-70,33.3,23.1,-31,-16.7,-53.3,-63.6,-14.5,-26.3,-,50,200,-28.6,-,0,-,-12.1,-66.7,-16.7,-43.8,-10.3,5,57.1,-50,37.2,85.7,,33.3,100,60,,-33.3,-,28.8,600,140,33.3,-15.4,14.3,-27.3,200,64.3,3.8,-33.3,100,-16.7,12.5,-33.3,-50,-,79.6,114.3,4.2,191.7,150,-4.2,175,66.7
형법범,기타형법범죄,도주와범인은닉,28.6,-,-,-,-,-,-,-,-,80,-,200,-,,100,0,-,255.6,,-,,-,,-,-,-,200,,33.3,,100,250,100,,21.9,-40,-,-,-,-50,,-,-,33.3,100,125,-25,100,-14.3,50,-66.7,-23.1,66.7,-,-,-,100,0,,-,-30.6,-,-77.8,-66.7,8.3,-16.7,0,0,-70,-60,,-,-,-50,-,-,-,-72,-,50,300,-,-,-,-,33.3,0,0,,-,-,-,-,-,42.9,,-66.7,-50,,-,-,
형법범,기타형법범죄,위증과증거인멸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,,-,,-,-,-,-50,-,-,-,-,-,-,-,-,-50,-,0,-,-50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범죄,무고,400,-,-,-,-,-,-,-,-,400,-,,-,,-,0,-,-60,-,-,-,-,-,-,-,-,-60,,-,-,-,,-,-,200,,-,-,-,-,,-,-,150,0,,,,-,-,-,16.7,0,-,-,,-,-,-,-,20,-,100,-50,100,-,,-,-85.7,-,-,-,-,-,-,-,-,-83.3,-,-,-,-50,-,-,-,800,-,-,-,-,-,-,-,-,800,-,,-,400,,-,
형법범,기타형법범죄,공안을해하는죄,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범죄,내란의죄,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범죄,음용수에관한죄,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범죄,일수와수리에관한죄,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
형법범,기타형법범죄,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
