"범죄별","처분결과별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"공직선거법","구공판_불구속","소녀범죄자 처분결과","명","4","-","-","-","-","-","2","-","","","","","-","-",
"공직선거법","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","","","-","-",
"공직선거법","불기소","소녀범죄자 처분결과","명","-","4","10","-","-","-","-","-","","","","","2","-",
"공직선거법","기소유예","소녀범죄자 처분결과","명","-","2","10","-","-","-","-","-","","","","","2","-",
"공직선거법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","죄가안됨","소녀범죄자 처분결과","명","-","2","-","-","-","-","-","-","","","","","-","-",
"공직선거법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"관세법","합계","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"교통사고 처리특례법","합계","소녀범죄자 처분결과","명","219","246","307","144","202","73","90","76","89","85","102","90","73","89",
"교통사고 처리특례법","기소","소녀범죄자 처분결과","명","58","72","64","13","57","5","11","16","9","8","18","14","11","11",
"교통사고 처리특례법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"교통사고 처리특례법","구공판_불구속","소녀범죄자 처분결과","명","3","9","5","2","3","2","4","2","-","-","3","3","-","-",
"교통사고 처리특례법","구약식","소녀범죄자 처분결과","명","55","63","59","10","54","3","7","14","9","8","15","11","11","11",
"교통사고 처리특례법","소년보호송치","소녀범죄자 처분결과","명","17","34","29","30","20","17","19","16","8","13","23","16","8","10",
"교통사고 처리특례법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"교통사고 처리특례법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"교통사고 처리특례법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"교통사고 처리특례법","불기소","소녀범죄자 처분결과","명","143","140","211","99","124","51","60","44","66","62","59","60","53","67",
"교통사고 처리특례법","기소유예","소녀범죄자 처분결과","명","54","47","70","39","52","29","27","16","26","11","13","18","26","19",
"교통사고 처리특례법","혐의없음","소녀범죄자 처분결과","명","1","2","-","1","1","1","1","3","1","4","1","3","4","4",
"교통사고 처리특례법","죄가안됨","소녀범죄자 처분결과","명","5","1","5","2","-","3","-","-","-","1","-","","-","-",
"교통사고 처리특례법","공소권없음","소녀범죄자 처분결과","명","83","90","136","57","71","18","32","25","39","46","45","39","23","44",
"교통사고 처리특례법","기소중지","소녀범죄자 처분결과","명","1","-","2","2","1","-","-","-","6","2","2","","1","1",
"교통사고 처리특례법","참고인중지","소녀범죄자 처분결과","명","-","-","1","-","-","-","-","-","-","-","-","","-","-",
"교통사고 처리특례법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"국가보안법","합계","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국민체육진흥법","합계","소녀범죄자 처분결과","명","","","","","","","","","-","3","8","","1","-",
"국민체육진흥법","기소","소녀범죄자 처분결과","명","","","","","","","","","-","1","3","","1","-",
"국민체육진흥법","구공판_구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","구공판_불구속","소녀범죄자 처분결과","명","","","","","","","","","-","1","-","","-","-",
"국민체육진흥법","구약식","소녀범죄자 처분결과","명","","","","","","","","","-","-","3","","1","-",
"국민체육진흥법","소년보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","2","","-","-",
"국민체육진흥법","가정보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","성매매보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"국민체육진흥법","불기소","소녀범죄자 처분결과","명","","","","","","","","","-","1","2","","-","-",
"국민체육진흥법","기소유예","소녀범죄자 처분결과","명","","","","","","","","","-","1","2","","-","-",
"국민체육진흥법","혐의없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","죄가안됨","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","공소권없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","기소중지","소녀범죄자 처분결과","명","","","","","","","","","-","1","1","","-","-",
"국민체육진흥법","참고인중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","공소보류","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","합계","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","구공판_구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","구공판_불구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","구약식","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","소년보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","가정보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","성매매보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"국토의계획및이용에관한법률","불기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","기소유예","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","혐의없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","죄가안됨","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","공소권없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","기소중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","참고인중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","공소보류","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로기준법","합계","소녀범죄자 처분결과","명","1","2","-","-","1","5","4","1","-","-","-","","-","-",
"근로기준법","기소","소녀범죄자 처분결과","명","-","2","-","-","-","-","2","1","-","-","-","","-","-",
"근로기준법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","1","-","-","-","","-","-",
"근로기준법","구약식","소녀범죄자 처분결과","명","-","2","-","-","-","-","2","-","-","-","-","","-","-",
"근로기준법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"근로기준법","불기소","소녀범죄자 처분결과","명","-","-","-","-","1","2","2","-","-","-","-","","-","-",
"근로기준법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"근로기준법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","2","2","-","-","-","-","","-","-",
"근로기준법","기소중지","소녀범죄자 처분결과","명","1","-","-","-","-","3","-","-","-","-","-","","-","-",
"근로기준법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로자퇴직급여보장법","합계","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","구공판_구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","구공판_불구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","구약식","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","소년보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","가정보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","성매매보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"근로자퇴직급여보장법","불기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","기소유예","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","혐의없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","죄가안됨","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","공소권없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","기소중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","참고인중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","공소보류","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"노동조합및노동관계조정법","합계","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","1","","","","","","",
"노동조합및노동관계조정법","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","1","","","","","","",
"노동조합및노동관계조정법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","1","","","","","","",
"노동조합및노동관계조정법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"노동조합및노동관계조정법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"농수산물의원산지표시에관한법률","합계","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","구공판_구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","구공판_불구속","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","구약식","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","소년보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","가정보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","성매매보호송치","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"농수산물의원산지표시에관한법률","불기소","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","기소유예","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","혐의없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","죄가안됨","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","공소권없음","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","기소중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","참고인중지","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농수산물의원산지표시에관한법률","공소보류","소녀범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"농지법","합계","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"농지법","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"농지법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","합계","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"대기환경보전법","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대기환경보전법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","합계","소녀범죄자 처분결과","명","","","","-","-","-","1","-","-","1","-","","-","1",
"대부업등의등록및금융이용자보호에관한법률","기소","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","구공판_구속","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","구공판_불구속","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","구약식","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","소년보호송치","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","가정보호송치","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","성매매보호송치","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","불기소","소녀범죄자 처분결과","명","","","","-","-","-","1","-","-","1","-","","-","1",
"대부업등의등록및금융이용자보호에관한법률","기소유예","소녀범죄자 처분결과","명","","","","-","-","-","1","-","-","1","-","","-","1",
"대부업등의등록및금융이용자보호에관한법률","혐의없음","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","죄가안됨","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","공소권없음","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","기소중지","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","참고인중지","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"대부업등의등록및금융이용자보호에관한법률","공소보류","소녀범죄자 처분결과","명","","","","-","-","-","-","-","-","-","-","","-","-",
"도로교통법","합계","소녀범죄자 처분결과","명","41","46","51","33","48","33","49","53","149","164","177","218","188","253",
"도로교통법","기소","소녀범죄자 처분결과","명","11","11","17","2","5","3","7","5","22","26","28","21","28","26",
"도로교통법","구공판_구속","소녀범죄자 처분결과","명","-","-","1","-","-","-","-","-","1","-","-","","1","-",
"도로교통법","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","1","2","4",
"도로교통법","구약식","소녀범죄자 처분결과","명","11","11","16","2","5","3","7","5","21","26","27","20","25","22",
"도로교통법","소년보호송치","소녀범죄자 처분결과","명","7","7","10","3","9","7","15","13","39","38","46","75","74","126",
"도로교통법","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도로교통법","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도로교통법","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"도로교통법","불기소","소녀범죄자 처분결과","명","22","27","24","27","33","22","27","35","83","98","100","120","84","100",
"도로교통법","기소유예","소녀범죄자 처분결과","명","16","13","14","16","12","14","18","16","61","69","74","95","78","89",
"도로교통법","혐의없음","소녀범죄자 처분결과","명","2","5","4","8","13","8","8","17","19","25","19","16","2","7",
"도로교통법","죄가안됨","소녀범죄자 처분결과","명","1","-","-","-","-","-","-","-","-","-","1","1","-","-",
"도로교통법","공소권없음","소녀범죄자 처분결과","명","3","9","6","3","8","-","1","2","3","4","6","8","4","4",
"도로교통법","기소중지","소녀범죄자 처분결과","명","-","1","-","1","1","1","-","-","5","2","3","2","2","1",
"도로교통법","참고인중지","소녀범죄자 처분결과","명","1","-","-","-","-","-","-","-","-","-","-","","-","-",
"도로교통법","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도로교통법(무면허운전)","합계","소녀범죄자 처분결과","명","433","913","1175","507","374","175","125","92","","","","","","",
"도로교통법(무면허운전)","기소","소녀범죄자 처분결과","명","144","205","255","46","66","11","11","8","","","","","","",
"도로교통법(무면허운전)","구공판_구속","소녀범죄자 처분결과","명","-","-","-","2","-","-","-","-","","","","","","",
"도로교통법(무면허운전)","구공판_불구속","소녀범죄자 처분결과","명","-","-","2","2","1","-","1","-","","","","","","",
"도로교통법(무면허운전)","구약식","소녀범죄자 처분결과","명","144","205","253","42","65","11","10","8","","","","","","",
"도로교통법(무면허운전)","소년보호송치","소녀범죄자 처분결과","명","36","76","111","95","48","36","37","19","","","","","","",
"도로교통법(무면허운전)","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"도로교통법(무면허운전)","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"도로교통법(무면허운전)","불기소","소녀범죄자 처분결과","명","246","630","797","365","255","126","75","65","","","","","","",
"도로교통법(무면허운전)","기소유예","소녀범죄자 처분결과","명","242","626","787","362","246","122","72","60","","","","","","",
"도로교통법(무면허운전)","혐의없음","소녀범죄자 처분결과","명","3","3","7","2","8","2","-","4","","","","","","",
"도로교통법(무면허운전)","죄가안됨","소녀범죄자 처분결과","명","-","1","2","-","-","-","-","-","","","","","","",
"도로교통법(무면허운전)","공소권없음","소녀범죄자 처분결과","명","1","-","1","1","1","2","3","1","","","","","","",
"도로교통법(무면허운전)","기소중지","소녀범죄자 처분결과","명","7","2","12","1","5","2","2","-","","","","","","",
"도로교통법(무면허운전)","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"도로교통법(무면허운전)","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"도로교통법(음주운전)","합계","소녀범죄자 처분결과","명","89","106","175","57","81","14","25","26","","","","","","",
