"범죄별","처분결과별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"유가증권·인지·우표","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"유가증권·인지·우표","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"유가증권·인지·우표","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"유가증권·인지·우표","불기소","소녀범죄자 처분결과","명","2","-","-","-","1","-","1","-","1","3","-","1","1","-",
"유가증권·인지·우표","기소유예","소녀범죄자 처분결과","명","2","-","-","-","-","-","1","-","1","1","-","1","1","-",
"유가증권·인지·우표","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","2","-","","-","-",
"유가증권·인지·우표","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"유가증권·인지·우표","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"유가증권·인지·우표","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"유가증권·인지·우표","참고인중지","소녀범죄자 처분결과","명","-","-","1","-","-","-","-","-","-","-","-","","-","-",
"유가증권·인지·우표","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"문서","합계","소녀범죄자 처분결과","명","270","309","548","620","798","655","970","759","617","570","735","695","576","521",
"문서","기소","소녀범죄자 처분결과","명","22","17","24","5","24","14","9","14","10","17","10","17","14","15",
"문서","구공판_구속","소녀범죄자 처분결과","명","1","1","1","-","-","-","-","-","-","-","-","","-","-",
"문서","구공판_불구속","소녀범죄자 처분결과","명","4","5","7","-","2","1","-","1","4","5","3","6","4","6",
"문서","구약식","소녀범죄자 처분결과","명","17","11","16","5","22","13","9","13","6","12","7","11","10","9",
"문서","소년보호송치","소녀범죄자 처분결과","명","33","25","55","63","89","121","157","93","117","101","168","127","117","110",
"문서","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"문서","성매매보호송치","소녀범죄자 처분결과","명","-","-","1","-","-","-","-","-","-","-","-","","-","-",
"문서","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"문서","불기소","소녀범죄자 처분결과","명","196","226","441","535","666","506","785","641","473","440","550","548","444","396",
"문서","기소유예","소녀범죄자 처분결과","명","174","205","400","499","612","479","731","598","445","403","511","499","419","362",
"문서","혐의없음","소녀범죄자 처분결과","명","21","20","41","35","54","25","51","42","24","34","34","44","20","30",
"문서","죄가안됨","소녀범죄자 처분결과","명","1","1","-","-","-","-","-","-","-","-","-","1","1","-",
"문서","공소권없음","소녀범죄자 처분결과","명","-","-","-","1","-","2","3","1","4","3","5","4","4","4",
"문서","기소중지","소녀범죄자 처분결과","명","19","15","27","17","19","14","19","11","15","11","7","3","1","-",
"문서","참고인중지","소녀범죄자 처분결과","명","-","26","-","-","-","-","-","-","2","1","-","","-","-",
"문서","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"인장","합계","소녀범죄자 처분결과","명","-","-","4","4","4","5","4","1","3","1","-","1","-","2",
"인장","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","1","-","1","-","-","","-","-",
"인장","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"인장","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","1","-","1","-","-","","-","-",
"인장","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"인장","소년보호송치","소녀범죄자 처분결과","명","-","-","1","2","-","4","1","-","2","1","-","","-","-",
"인장","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"인장","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"인장","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"인장","불기소","소녀범죄자 처분결과","명","-","-","3","2","4","1","2","1","-","-","-","1","-","2",
"인장","기소유예","소녀범죄자 처분결과","명","-","-","2","2","4","1","1","1","-","-","-","1","-","2",
"인장","혐의없음","소녀범죄자 처분결과","명","-","-","1","-","-","-","1","-","-","-","-","","-","-",
"인장","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"인장","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"인장","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"인장","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"인장","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공무원범죄","합계","소녀범죄자 처분결과","명","-","-","-","1","-","1","-","-","-","1","4","","-","-",
"공무원범죄","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","-","-",
"공무원범죄","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공무원범죄","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공무원범죄","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","-","-",
"공무원범죄","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공무원범죄","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공무원범죄","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공무원범죄","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"공무원범죄","불기소","소녀범죄자 처분결과","명","-","-","-","1","-","1","-","-","-","1","3","","-","-",
"공무원범죄","기소유예","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"공무원범죄","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","1","3","","-","-",
"공무원범죄","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","1","-","-","-","-","-","","-","-",
"공무원범죄","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공무원범죄","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공무원범죄","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"공무원범죄","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","합계","소녀범죄자 처분결과","명","-","-","-","-","-","1","-","-","-","-","2","","-","-",
"직무유기","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","-","-",
"직무유기","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","-","-",
"직무유기","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"직무유기","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","1","-","-","-","-","1","","-","-",
"직무유기","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","-","-",
"직무유기","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","1","-","-","-","-","-","","-","-",
"직무유기","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직무유기","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","합계","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","1","2","","-","-",
"직권남용","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"직권남용","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","1","2","","-","-",
"직권남용","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","1","2","","-","-",
"직권남용","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","합계","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"수뢰","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"수뢰","불기소","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"수뢰","기소유예","소녀범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"수뢰","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","합계","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"증뢰","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","합계","소녀범죄자 처분결과","명","123","12","21","6","12","3","4","5","2","1","7","2","3","6",
"풍속범죄","기소","소녀범죄자 처분결과","명","16","3","2","1","1","-","1","-","-","-","1","","1","-",
"풍속범죄","구공판_구속","소녀범죄자 처분결과","명","-","1","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","구공판_불구속","소녀범죄자 처분결과","명","2","1","1","-","1","-","1","-","-","-","1","","1","-",
"풍속범죄","구약식","소녀범죄자 처분결과","명","14","1","1","1","-","-","-","-","-","-","-","","-","-",
"풍속범죄","소년보호송치","소녀범죄자 처분결과","명","1","-","-","-","-","-","-","1","-","-","1","","1","1",
"풍속범죄","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"풍속범죄","불기소","소녀범죄자 처분결과","명","103","9","18","5","8","1","3","4","1","1","5","2","1","5",
"풍속범죄","기소유예","소녀범죄자 처분결과","명","92","4","12","4","6","-","-","2","-","1","4","1","-","3",
"풍속범죄","혐의없음","소녀범죄자 처분결과","명","5","-","1","-","2","1","3","1","1","-","1","1","1","2",
"풍속범죄","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","공소권없음","소녀범죄자 처분결과","명","6","5","5","1","-","-","-","1","-","-","-","","-","-",
"풍속범죄","기소중지","소녀범죄자 처분결과","명","3","-","1","-","3","2","-","-","1","-","-","","-","-",
"풍속범죄","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"간통","합계","소녀범죄자 처분결과","명","14","7","6","1","2","2","4","2","","","","","","",
"간통","기소","소녀범죄자 처분결과","명","2","2","1","-","1","-","1","-","","","","","","",
"간통","구공판_구속","소녀범죄자 처분결과","명","-","1","-","-","-","-","-","-","","","","","","",
"간통","구공판_불구속","소녀범죄자 처분결과","명","2","1","1","-","1","-","1","-","","","","","","",
"간통","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","소년보호송치","소녀범죄자 처분결과","명","1","-","-","-","-","-","-","-","","","","","","",
"간통","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","불기소","소녀범죄자 처분결과","명","8","5","5","1","1","1","3","2","","","","","","",
"간통","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","혐의없음","소녀범죄자 처분결과","명","2","-","-","-","1","1","3","1","","","","","","",
"간통","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","공소권없음","소녀범죄자 처분결과","명","6","5","5","1","-","-","-","1","","","","","","",
"간통","기소중지","소녀범죄자 처분결과","명","3","-","-","-","-","1","-","-","","","","","","",
"간통","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","합계","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","불기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","기소유예","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"도박과복표","합계","소녀범죄자 처분결과","명","109","4","14","5","7","1","-","1","1","-","4","1","1","-",
"도박과복표","기소","소녀범죄자 처분결과","명","14","1","1","1","-","-","-","-","-","-","-","","-","-",
"도박과복표","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","구약식","소녀범죄자 처분결과","명","14","1","1","1","-","-","-","-","-","-","-","","-","-",
"도박과복표","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"도박과복표","불기소","소녀범죄자 처분결과","명","95","3","12","4","4","-","-","1","-","-","4","1","1","-",
"도박과복표","기소유예","소녀범죄자 처분결과","명","92","3","12","4","3","-","-","1","-","-","4","1","-","-",
"도박과복표","혐의없음","소녀범죄자 처분결과","명","3","-","-","-","1","-","-","-","-","-","-","","1","-",
"도박과복표","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","기소중지","소녀범죄자 처분결과","명","-","-","1","-","3","1","-","-","1","-","-","","-","-",
"도박과복표","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","합계","소녀범죄자 처분결과","명","-","-","1","-","2","-","-","2","1","-","1","","1","-",
"신앙","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","1","-",
"신앙","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","1","-",
"신앙","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","1","-","-","-","","-","-",
"신앙","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"신앙","불기소","소녀범죄자 처분결과","명","-","-","1","-","2","-","-","1","1","-","-","","-","-",
"신앙","기소유예","소녀범죄자 처분결과","명","-","-","-","-","2","-","-","1","-","-","-","","-","-",
"신앙","혐의없음","소녀범죄자 처분결과","명","-","-","1","-","-","-","-","-","1","-","-","","-","-",
"신앙","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","합계","소녀범죄자 처분결과","명","-","1","-","-","1","-","-","-","-","1","2","1","1","6",
"기타음란행위","기소","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","구약식","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","소년보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","1","1",
"기타음란행위","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"기타음란행위","불기소","소녀범죄자 처분결과","명","-","1","-","-","1","-","-","-","-","1","1","1","-","5",
"기타음란행위","기소유예","소녀범죄자 처분결과","명","-","1","-","-","1","-","-","-","-","1","-","","-","3",
"기타음란행위","혐의없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","1","-","2",
"기타음란행위","죄가안됨","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","공소권없음","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","기소중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실범죄","합계","소녀범죄자 처분결과","명","12","22","36","26","19","23","21","19","19","19","28","27","30","33",
"과실범죄","기소","소녀범죄자 처분결과","명","1","1","1","-","4","-","-","1","1","-","2","2","-","3",
"과실범죄","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실범죄","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","1","-","-","-","-","-","1","2","-","1",
"과실범죄","구약식","소녀범죄자 처분결과","명","1","1","1","-","3","-","-","1","1","-","1","","-","2",
"과실범죄","소년보호송치","소녀범죄자 처분결과","명","1","-","9","4","1","3","3","4","2","1","-","2","5","6",
"과실범죄","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실범죄","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실범죄","아동보호송치","소녀범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"과실범죄","불기소","소녀범죄자 처분결과","명","10","21","26","21","14","20","16","13","16","18","26","23","24","24",
"과실범죄","기소유예","소녀범죄자 처분결과","명","6","12","15","14","7","12","9","8","5","10","14","10","12","13",
"과실범죄","혐의없음","소녀범죄자 처분결과","명","-","3","5","1","2","2","-","2","8","3","4","","5","6",
"과실범죄","죄가안됨","소녀범죄자 처분결과","명","-","2","1","1","1","-","2","-","-","-","1","","1","-",
"과실범죄","공소권없음","소녀범죄자 처분결과","명","4","4","5","5","4","6","5","3","3","5","7","13","6","5",
"과실범죄","기소중지","소녀범죄자 처분결과","명","-","-","-","1","-","-","1","1","-","-","-","","1","-",
"과실범죄","참고인중지","소녀범죄자 처분결과","명","-","-","-","-","-","-","1","-","-","-","-","","-","-",
"과실범죄","공소보류","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실치사상","합계","소녀범죄자 처분결과","명","4","9","18","12","12","12","9","9","12","8","14","15","17","14",
"과실치사상","기소","소녀범죄자 처분결과","명","-","-","1","-","4","-","-","1","1","-","1","1","-","2",
"과실치사상","구공판_구속","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실치사상","구공판_불구속","소녀범죄자 처분결과","명","-","-","-","-","1","-","-","-","-","-","-","1","-","-",
"과실치사상","구약식","소녀범죄자 처분결과","명","-","-","1","-","3","-","-","1","1","-","1","","-","2",
"과실치사상","소년보호송치","소녀범죄자 처분결과","명","-","-","7","2","1","2","1","2","2","1","-","1","4","2",
"과실치사상","가정보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실치사상","성매매보호송치","소녀범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
