"범죄별","처분결과별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"직권남용","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","구약식","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"직권남용","불기소","소년범죄자 처분결과","명","-","-","1","-","-","-","3","4","-","-","-","1","-","-",
"직권남용","기소유예","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","혐의없음","소년범죄자 처분결과","명","-","-","1","-","-","-","3","4","-","-","-","1","-","-",
"직권남용","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","2","-","-","-","","-","-",
"직권남용","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"직권남용","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","합계","소년범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"수뢰","기소","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","구약식","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"수뢰","불기소","소년범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"수뢰","기소유예","소년범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"수뢰","혐의없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"수뢰","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","합계","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","기소","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","구약식","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"증뢰","불기소","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","기소유예","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","혐의없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"증뢰","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","합계","소년범죄자 처분결과","명","250","34","95","122","59","49","84","44","69","94","228","159","210","182",
"풍속범죄","기소","소년범죄자 처분결과","명","34","8","28","25","9","3","7","6","9","8","21","11","13","24",
"풍속범죄","구공판_구속","소년범죄자 처분결과","명","3","1","-","-","-","1","-","-","-","-","1","","-","-",
"풍속범죄","구공판_불구속","소년범죄자 처분결과","명","4","2","2","1","3","2","1","1","3","5","5","5","7","8",
"풍속범죄","구약식","소년범죄자 처분결과","명","27","5","26","24","6","-","6","5","6","3","15","6","6","16",
"풍속범죄","소년보호송치","소년범죄자 처분결과","명","3","2","3","11","5","15","14","15","14","25","25","48","49","57",
"풍속범죄","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"풍속범죄","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"풍속범죄","불기소","소년범죄자 처분결과","명","208","23","61","81","43","28","62","21","46","61","182","99","146","101",
"풍속범죄","기소유예","소년범죄자 처분결과","명","190","14","52","67","31","26","45","16","39","53","170","84","80","87",
"풍속범죄","혐의없음","소년범죄자 처분결과","명","9","4","2","12","10","2","15","4","5","7","12","12","13","13",
"풍속범죄","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","1","-","1","-","1","1","-","3","-","1",
"풍속범죄","공소권없음","소년범죄자 처분결과","명","9","5","7","2","1","-","1","1","1","-","-","","53","-",
"풍속범죄","기소중지","소년범죄자 처분결과","명","5","1","2","5","1","3","1","2","-","-","-","1","2","-",
"풍속범죄","참고인중지","소년범죄자 처분결과","명","-","-","1","-","1","-","-","-","-","-","-","","-","-",
"풍속범죄","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"간통","합계","소년범죄자 처분결과","명","16","9","9","4","3","2","4","3","","","","","","",
"간통","기소","소년범죄자 처분결과","명","3","2","2","-","3","-","1","1","","","","","","",
"간통","구공판_구속","소년범죄자 처분결과","명","-","1","-","-","-","-","-","-","","","","","","",
"간통","구공판_불구속","소년범죄자 처분결과","명","3","1","2","-","3","-","1","1","","","","","","",
"간통","구약식","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","소년보호송치","소년범죄자 처분결과","명","1","-","-","-","-","-","-","-","","","","","","",
"간통","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","불기소","소년범죄자 처분결과","명","9","7","7","3","-","1","3","2","","","","","","",
"간통","기소유예","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","혐의없음","소년범죄자 처분결과","명","2","2","-","2","-","1","3","1","","","","","","",
"간통","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","공소권없음","소년범죄자 처분결과","명","7","5","7","1","-","-","-","1","","","","","","",
"간통","기소중지","소년범죄자 처분결과","명","3","-","-","1","-","1","-","-","","","","","","",
"간통","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"간통","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","합계","소년범죄자 처분결과","명","3","2","-","2","-","-","-","-","","","","","","",
"혼인빙자간음","기소","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","구약식","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","불기소","소년범죄자 처분결과","명","3","2","-","2","-","-","-","-","","","","","","",
"혼인빙자간음","기소유예","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","혐의없음","소년범죄자 처분결과","명","1","2","-","1","-","-","-","-","","","","","","",
"혼인빙자간음","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","공소권없음","소년범죄자 처분결과","명","2","-","-","1","-","-","-","-","","","","","","",
"혼인빙자간음","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"혼인빙자간음","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"도박과복표","합계","소년범죄자 처분결과","명","225","19","73","100","43","26","59","10","29","53","168","85","121","71",
"도박과복표","기소","소년범죄자 처분결과","명","31","5","21","25","5","-","4","2","4","8","17","8","9","14",
"도박과복표","구공판_구속","소년범죄자 처분결과","명","3","-","-","-","-","-","-","-","-","-","1","","-","-",
"도박과복표","구공판_불구속","소년범죄자 처분결과","명","1","1","-","1","-","-","-","-","-","5","1","3","4","4",
"도박과복표","구약식","소년범죄자 처분결과","명","27","4","21","24","5","-","4","2","4","3","15","5","5","10",
"도박과복표","소년보호송치","소년범죄자 처분결과","명","-","-","-","7","2","2","6","1","3","11","12","19","16","14",
"도박과복표","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"도박과복표","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"도박과복표","불기소","소년범죄자 처분결과","명","192","13","50","64","34","22","48","5","22","34","139","57","94","43",
"도박과복표","기소유예","소년범죄자 처분결과","명","187","13","49","60","23","22","37","3","20","32","137","53","35","40",
"도박과복표","혐의없음","소년범죄자 처분결과","명","5","-","1","4","9","-","10","2","1","2","2","3","7","3",
"도박과복표","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","1","-","-","-","-","-","-","1","-","-",
"도박과복표","공소권없음","소년범죄자 처분결과","명","-","-","-","-","1","-","1","-","1","-","-","","52","-",
"도박과복표","기소중지","소년범죄자 처분결과","명","2","1","2","4","1","2","1","2","-","-","-","1","2","-",
"도박과복표","참고인중지","소년범죄자 처분결과","명","-","-","-","-","1","-","-","-","-","-","-","","-","-",
"도박과복표","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","합계","소년범죄자 처분결과","명","1","-","1","-","2","3","-","2","-","-","1","","-","-",
"신앙","기소","소년범죄자 처분결과","명","-","-","-","-","-","1","-","-","-","-","1","","-","-",
"신앙","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","1","-","-","-","-","-","","-","-",
"신앙","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","1","","-","-",
"신앙","구약식","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","2","-","1","-","-","-","","-","-",
"신앙","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"신앙","불기소","소년범죄자 처분결과","명","1","-","1","-","2","-","-","1","-","-","-","","-","-",
"신앙","기소유예","소년범죄자 처분결과","명","-","-","-","-","2","-","-","1","-","-","-","","-","-",
"신앙","혐의없음","소년범죄자 처분결과","명","1","-","1","-","-","-","-","-","-","-","-","","-","-",
"신앙","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"신앙","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","합계","소년범죄자 처분결과","명","5","4","12","16","11","18","21","29","40","41","59","74","89","111",
"기타음란행위","기소","소년범죄자 처분결과","명","-","1","5","-","1","2","2","3","5","-","3","3","4","10",
"기타음란행위","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","2","-","-","3","-","3","2","3","4",
"기타음란행위","구약식","소년범죄자 처분결과","명","-","1","5","-","1","-","2","3","2","-","-","1","1","6",
"기타음란행위","소년보호송치","소년범죄자 처분결과","명","2","2","3","4","3","11","8","13","11","14","13","29","33","43",
"기타음란행위","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"기타음란행위","불기소","소년범죄자 처분결과","명","3","1","3","12","7","5","11","13","24","27","43","42","52","58",
"기타음란행위","기소유예","소년범죄자 처분결과","명","3","1","3","7","6","4","8","12","19","21","33","31","45","47",
"기타음란행위","혐의없음","소년범죄자 처분결과","명","-","-","-","5","1","1","2","1","4","5","10","9","6","10",
"기타음란행위","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","1","-","1","1","-","2","-","1",
"기타음란행위","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","1","-",
"기타음란행위","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","참고인중지","소년범죄자 처분결과","명","-","-","1","-","-","-","-","-","-","-","-","","-","-",
"기타음란행위","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실범죄","합계","소년범죄자 처분결과","명","83","109","162","174","146","158","131","122","111","84","113","121","121","95",
"과실범죄","기소","소년범죄자 처분결과","명","5","4","13","4","3","4","6","7","5","3","2","4","5","3",
"과실범죄","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","1","-","1","-","","-","-",
"과실범죄","구공판_불구속","소년범죄자 처분결과","명","-","-","4","-","1","-","1","1","2","-","2","1","1","2",
"과실범죄","구약식","소년범죄자 처분결과","명","5","4","9","4","2","4","5","5","3","2","-","3","4","1",
"과실범죄","소년보호송치","소년범죄자 처분결과","명","9","9","33","30","31","32","19","14","14","16","17","17","20","27",
"과실범죄","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실범죄","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실범죄","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"과실범죄","불기소","소년범죄자 처분결과","명","69","96","116","138","112","121","102","99","86","60","86","99","96","65",
"과실범죄","기소유예","소년범죄자 처분결과","명","44","60","76","78","59","77","72","71","52","28","40","49","57","25",
"과실범죄","혐의없음","소년범죄자 처분결과","명","1","8","14","12","10","9","2","7","7","8","11","13","12","18",
"과실범죄","죄가안됨","소년범죄자 처분결과","명","6","8","6","9","5","1","5","4","1","1","2","1","1","-",
"과실범죄","공소권없음","소년범죄자 처분결과","명","18","20","20","39","38","34","23","17","26","23","33","36","26","22",
"과실범죄","기소중지","소년범죄자 처분결과","명","-","-","-","2","-","1","3","1","6","5","8","1","-","-",
"과실범죄","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","1","1","-","-","-","","-","-",
"과실범죄","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실치사상","합계","소년범죄자 처분결과","명","36","43","61","77","68","70","44","37","48","42","51","52","47","42",
"과실치사상","기소","소년범죄자 처분결과","명","2","2","9","3","3","2","3","4","1","1","-","2","3","3",
"과실치사상","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실치사상","구공판_불구속","소년범죄자 처분결과","명","-","-","3","-","1","-","-","1","-","-","-","","1","2",
"과실치사상","구약식","소년범죄자 처분결과","명","2","2","6","3","2","2","3","3","1","1","-","2","2","1",
"과실치사상","소년보호송치","소년범죄자 처분결과","명","6","-","20","14","8","17","5","6","4","9","6","2","7","6",
"과실치사상","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실치사상","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실치사상","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"과실치사상","불기소","소년범죄자 처분결과","명","28","41","32","58","57","50","35","27","39","29","40","47","37","33",
"과실치사상","기소유예","소년범죄자 처분결과","명","9","8","8","11","13","13","6","7","11","2","4","3","6","5",
"과실치사상","혐의없음","소년범죄자 처분결과","명","-","7","2","3","3","3","2","3","2","3","2","8","5","8",
"과실치사상","죄가안됨","소년범죄자 처분결과","명","1","6","2","5","3","-","4","1","-","1","1","","-","-",
"과실치사상","공소권없음","소년범죄자 처분결과","명","18","20","20","39","38","34","23","16","26","23","33","36","26","20",
"과실치사상","기소중지","소년범죄자 처분결과","명","-","-","-","2","-","1","1","-","4","3","5","1","-","-",
"과실치사상","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"과실치사상","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"업무상과실치사상","합계","소년범죄자 처분결과","명","10","6","9","10","4","1","7","13","8","4","4","6","6","2",
"업무상과실치사상","기소","소년범죄자 처분결과","명","2","1","3","1","-","1","1","2","3","1","-","2","-","-",
"업무상과실치사상","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"업무상과실치사상","구공판_불구속","소년범죄자 처분결과","명","-","-","1","-","-","-","1","-","2","-","-","1","-","-",
"업무상과실치사상","구약식","소년범죄자 처분결과","명","2","1","2","1","-","1","-","2","1","1","-","1","-","-",
"업무상과실치사상","소년보호송치","소년범죄자 처분결과","명","-","-","-","2","-","-","-","1","2","-","-","","3","-",
"업무상과실치사상","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"업무상과실치사상","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"업무상과실치사상","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"업무상과실치사상","불기소","소년범죄자 처분결과","명","8","5","6","7","4","-","5","9","3","3","2","4","3","2",
"업무상과실치사상","기소유예","소년범죄자 처분결과","명","7","5","3","6","2","-","5","4","3","2","1","3","3","-",
"업무상과실치사상","혐의없음","소년범죄자 처분결과","명","1","-","3","1","2","-","-","2","-","1","1","","-","-",
"업무상과실치사상","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","3","-","-","-","1","-","-",
"업무상과실치사상","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","2",
"업무상과실치사상","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","1","1","-","-","2","","-","-",
"업무상과실치사상","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"업무상과실치사상","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"실화","합계","소년범죄자 처분결과","명","37","60","92","87","74","87","80","72","55","38","58","63","68","51",
"실화","기소","소년범죄자 처분결과","명","1","1","1","-","-","1","2","1","1","1","2","","2","-",
"실화","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","1","-","1","-","","-","-",
"실화","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","2","","-","-",
"실화","구약식","소년범죄자 처분결과","명","1","1","1","-","-","1","2","-","1","-","-","","2","-",
"실화","소년보호송치","소년범죄자 처분결과","명","3","9","13","14","23","15","14","7","8","7","11","15","10","21",
"실화","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"실화","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"실화","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"실화","불기소","소년범죄자 처분결과","명","33","50","78","73","51","71","62","63","44","28","44","48","56","30",
"실화","기소유예","소년범죄자 처분결과","명","28","47","65","61","44","64","61","60","38","24","35","43","48","20",
"실화","혐의없음","소년범죄자 처분결과","명","-","1","9","8","5","6","-","2","5","4","8","5","7","10",
"실화","죄가안됨","소년범죄자 처분결과","명","5","2","4","4","2","1","1","-","1","-","1","","1","-",
"실화","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","1","-","-","-","","-","-",
"실화","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","1","-","2","2","1","","-","-",
"실화","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","1","1","-","-","-","","-","-",
"실화","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타형법범죄","합계","소년범죄자 처분결과","명","374","512","904","733","870","874","1596","1647","1682","1872","1929","1655","1612","1810",
"기타형법범죄","기소","소년범죄자 처분결과","명","93","137","234","87","89","59","161","181","214","182","215","166","151","151",
"기타형법범죄","구공판_구속","소년범죄자 처분결과","명","14","14","19","10","8","4","15","11","13","12","15","10","5","4",
"기타형법범죄","구공판_불구속","소년범죄자 처분결과","명","14","19","35","24","31","16","36","39","81","68","102","70","73","70",
"기타형법범죄","구약식","소년범죄자 처분결과","명","65","104","180","53","50","39","110","131","120","102","98","86","73","77",
"기타형법범죄","소년보호송치","소년범죄자 처분결과","명","69","132","205","220","268","343","507","505","448","433","480","409","424","518",
"기타형법범죄","가정보호송치","소년범죄자 처분결과","명","1","-","-","-","-","-","-","-","-","-","1","","-","1",
"기타형법범죄","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"기타형법범죄","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","1",
"기타형법범죄","불기소","소년범죄자 처분결과","명","207","240","459","414","500","459","904","943","978","1206","1198","1070","1023","1124",
"기타형법범죄","기소유예","소년범죄자 처분결과","명","103","162","288","234","295","260","434","481","428","552","523","494","435","431",
"기타형법범죄","혐의없음","소년범죄자 처분결과","명","92","45","90","105","100","92","200","168","134","175","217","229","272","369",
"기타형법범죄","죄가안됨","소년범죄자 처분결과","명","1","5","10","13","12","4","13","16","27","10","12","11","14","17",
"기타형법범죄","공소권없음","소년범죄자 처분결과","명","11","28","71","62","93","103","257","278","389","469","446","336","302","307",
"기타형법범죄","기소중지","소년범죄자 처분결과","명","4","3","5","12","13","13","20","17","41","50","35","10","14","14",
"기타형법범죄","참고인중지","소년범죄자 처분결과","명","-","-","1","-","-","-","4","1","1","1","-","","-","1",
"기타형법범죄","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"명예","합계","소년범죄자 처분결과","명","52","81","169","164","276","251","628","717","975","1154","1084","824","756","763",
"명예","기소","소년범죄자 처분결과","명","6","14","35","11","22","13","45","61","80","63","70","51","49","39",
"명예","구공판_구속","소년범죄자 처분결과","명","-","-","1","-","-","-","-","-","-","-","1","","-","-",
"명예","구공판_불구속","소년범죄자 처분결과","명","-","-","2","1","-","-","7","2","5","1","10","3","10","2",
"명예","구약식","소년범죄자 처분결과","명","6","14","32","10","22","13","38","59","75","62","59","48","39","37",
"명예","소년보호송치","소년범죄자 처분결과","명","2","14","23","32","36","73","134","149","179","129","146","107","120","146",
"명예","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"명예","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"명예","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"명예","불기소","소년범죄자 처분결과","명","44","52","111","119","217","159","441","495","690","921","841","663","578","567",
"명예","기소유예","소년범죄자 처분결과","명","6","19","17","28","94","43","109","133","204","353","279","210","163","117",
"명예","혐의없음","소년범죄자 처분결과","명","28","4","20","21","26","24","75","80","82","98","112","125","111","154",
"명예","죄가안됨","소년범죄자 처분결과","명","1","1","3","9","7","1","9","12","21","7","11","4","12","4",
"명예","공소권없음","소년범죄자 처분결과","명","9","28","71","61","90","91","248","270","383","463","439","324","292","292",
"명예","기소중지","소년범죄자 처분결과","명","-","1","-","2","1","6","5","11","26","40","27","3","9","11",
"명예","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","3","1","-","1","-","","-","-",
"명예","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"권리행사방해","합계","소년범죄자 처분결과","명","7","7","21","17","33","20","95","77","36","46","57","91","77","92",
"권리행사방해","기소","소년범죄자 처분결과","명","-","1","1","-","-","1","4","4","4","4","6","9","4","6",
"권리행사방해","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","1","1","2","-","-","1","1","-",
"권리행사방해","구공판_불구속","소년범죄자 처분결과","명","-","1","-","-","-","-","3","2","2","4","5","5","2","4",
"권리행사방해","구약식","소년범죄자 처분결과","명","-","-","1","-","-","1","-","1","-","-","1","3","1","2",
"권리행사방해","소년보호송치","소년범죄자 처분결과","명","-","2","2","6","12","12","51","36","19","21","28","41","34","41",
"권리행사방해","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
