"범죄별","처분결과별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"건설기계 관리법","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"건설기계 관리법","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"건설기계 관리법","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"건설기계 관리법","불기소","소년범죄자 처분결과","명","-","-","1","-","-","-","-","-","","","","","","",
"건설기계 관리법","기소유예","소년범죄자 처분결과","명","-","-","1","-","-","-","-","-","","","","","","",
"건설기계 관리법","혐의없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"건설기계 관리법","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"건설기계 관리법","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"건설기계 관리법","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"건설기계 관리법","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"건설기계 관리법","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"건축법","합계","소년범죄자 처분결과","명","-","-","2","4","-","3","-","1","-","-","1","","-","-",
"건축법","기소","소년범죄자 처분결과","명","-","-","1","1","-","-","-","-","-","-","-","","-","-",
"건축법","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"건축법","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"건축법","구약식","소년범죄자 처분결과","명","-","-","1","1","-","-","-","-","-","-","-","","-","-",
"건축법","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"건축법","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"건축법","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"건축법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"건축법","불기소","소년범죄자 처분결과","명","-","-","1","2","-","3","-","1","-","-","1","","-","-",
"건축법","기소유예","소년범죄자 처분결과","명","-","-","-","-","-","-","-","1","-","-","-","","-","-",
"건축법","혐의없음","소년범죄자 처분결과","명","-","-","1","1","-","3","-","-","-","-","1","","-","-",
"건축법","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"건축법","공소권없음","소년범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"건축법","기소중지","소년범죄자 처분결과","명","-","-","-","1","-","-","-","-","-","-","-","","-","-",
"건축법","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"건축법","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"게임산업진흥에관한법률","합계","소년범죄자 처분결과","명","","","","","","","","","103","92","108","68","68","53",
"게임산업진흥에관한법률","기소","소년범죄자 처분결과","명","","","","","","","","","12","3","3","1","3","7",
"게임산업진흥에관한법률","구공판_구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","1","-",
"게임산업진흥에관한법률","구공판_불구속","소년범죄자 처분결과","명","","","","","","","","","1","-","-","","1","3",
"게임산업진흥에관한법률","구약식","소년범죄자 처분결과","명","","","","","","","","","11","3","3","1","1","4",
"게임산업진흥에관한법률","소년보호송치","소년범죄자 처분결과","명","","","","","","","","","3","7","9","4","4","2",
"게임산업진흥에관한법률","가정보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"게임산업진흥에관한법률","성매매보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"게임산업진흥에관한법률","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"게임산업진흥에관한법률","불기소","소년범죄자 처분결과","명","","","","","","","","","88","82","96","63","60","44",
"게임산업진흥에관한법률","기소유예","소년범죄자 처분결과","명","","","","","","","","","72","69","80","53","51","37",
"게임산업진흥에관한법률","혐의없음","소년범죄자 처분결과","명","","","","","","","","","16","12","14","8","9","7",
"게임산업진흥에관한법률","죄가안됨","소년범죄자 처분결과","명","","","","","","","","","-","-","2","2","-","-",
"게임산업진흥에관한법률","공소권없음","소년범죄자 처분결과","명","","","","","","","","","-","1","-","","-","-",
"게임산업진흥에관한법률","기소중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","1","-",
"게임산업진흥에관한법률","참고인중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"게임산업진흥에관한법률","공소보류","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"경범죄처벌법","합계","소년범죄자 처분결과","명","","","","","","","","","48","47","49","49","56","70",
"경범죄처벌법","기소","소년범죄자 처분결과","명","","","","","","","","","11","6","14","10","8","5",
"경범죄처벌법","구공판_구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"경범죄처벌법","구공판_불구속","소년범죄자 처분결과","명","","","","","","","","","1","-","-","1","-","-",
"경범죄처벌법","구약식","소년범죄자 처분결과","명","","","","","","","","","10","6","14","9","8","5",
"경범죄처벌법","소년보호송치","소년범죄자 처분결과","명","","","","","","","","","10","14","10","17","27","24",
"경범죄처벌법","가정보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"경범죄처벌법","성매매보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"경범죄처벌법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"경범죄처벌법","불기소","소년범죄자 처분결과","명","","","","","","","","","26","27","25","22","21","41",
"경범죄처벌법","기소유예","소년범죄자 처분결과","명","","","","","","","","","23","21","17","18","18","31",
"경범죄처벌법","혐의없음","소년범죄자 처분결과","명","","","","","","","","","2","4","6","3","3","10",
"경범죄처벌법","죄가안됨","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"경범죄처벌법","공소권없음","소년범죄자 처분결과","명","","","","","","","","","1","2","2","1","-","-",
"경범죄처벌법","기소중지","소년범죄자 처분결과","명","","","","","","","","","1","-","-","","-","-",
"경범죄처벌법","참고인중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"경범죄처벌법","공소보류","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","합계","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","기소","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","구공판_구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","구공판_불구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","구약식","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","소년보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","가정보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","성매매보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"공유재산및물품관리법","불기소","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","기소유예","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","혐의없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","죄가안됨","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","공소권없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","기소중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","참고인중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공유재산및물품관리법","공소보류","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","합계","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","기소","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","구공판_구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","구공판_불구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","구약식","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","소년보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","가정보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","성매매보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"공인중개사법","불기소","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","기소유예","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","혐의없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","죄가안됨","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","공소권없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","기소중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","참고인중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공인중개사법","공소보류","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공중위생관리법","합계","소년범죄자 처분결과","명","","","","","","","","","2","2","-","1","3","-",
"공중위생관리법","기소","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","2","-",
"공중위생관리법","구공판_구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공중위생관리법","구공판_불구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공중위생관리법","구약식","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","2","-",
"공중위생관리법","소년보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","1","-","-",
"공중위생관리법","가정보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공중위생관리법","성매매보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공중위생관리법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"공중위생관리법","불기소","소년범죄자 처분결과","명","","","","","","","","","1","2","-","","1","-",
"공중위생관리법","기소유예","소년범죄자 처분결과","명","","","","","","","","","-","2","-","","1","-",
"공중위생관리법","혐의없음","소년범죄자 처분결과","명","","","","","","","","","1","-","-","","-","-",
"공중위생관리법","죄가안됨","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공중위생관리법","공소권없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공중위생관리법","기소중지","소년범죄자 처분결과","명","","","","","","","","","1","-","-","","-","-",
"공중위생관리법","참고인중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공중위생관리법","공소보류","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"공직선거및선거부정방지법","합계","소년범죄자 처분결과","명","","","","","","","","","4","1","1","","","",
"공직선거및선거부정방지법","기소","소년범죄자 처분결과","명","","","","","","","","","2","-","-","","","",
"공직선거및선거부정방지법","구공판_구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거및선거부정방지법","구공판_불구속","소년범죄자 처분결과","명","","","","","","","","","2","-","-","","","",
"공직선거및선거부정방지법","구약식","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거및선거부정방지법","소년보호송치","소년범죄자 처분결과","명","","","","","","","","","1","-","-","","","",
"공직선거및선거부정방지법","가정보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거및선거부정방지법","성매매보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거및선거부정방지법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","","",
"공직선거및선거부정방지법","불기소","소년범죄자 처분결과","명","","","","","","","","","1","1","1","","","",
"공직선거및선거부정방지법","기소유예","소년범죄자 처분결과","명","","","","","","","","","1","1","1","","","",
"공직선거및선거부정방지법","혐의없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거및선거부정방지법","죄가안됨","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거및선거부정방지법","공소권없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거및선거부정방지법","기소중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거및선거부정방지법","참고인중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거및선거부정방지법","공소보류","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","","",
"공직선거법","합계","소년범죄자 처분결과","명","10","11","28","-","1","-","19","3","","","","10","9","-",
"공직선거법","기소","소년범죄자 처분결과","명","8","-","11","-","1","-","5","1","","","","4","1","-",
"공직선거법","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","구공판_불구속","소년범죄자 처분결과","명","8","-","11","-","1","-","5","1","","","","4","1","-",
"공직선거법","구약식","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","5","-","","","","","1","-",
"공직선거법","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","","","-","-",
"공직선거법","불기소","소년범죄자 처분결과","명","2","11","17","-","-","-","9","2","","","","6","7","-",
"공직선거법","기소유예","소년범죄자 처분결과","명","2","7","17","-","-","-","5","2","","","","6","5","-",
"공직선거법","혐의없음","소년범죄자 처분결과","명","-","-","-","-","-","-","4","-","","","","","2","-",
"공직선거법","죄가안됨","소년범죄자 처분결과","명","-","4","-","-","-","-","-","-","","","","","-","-",
"공직선거법","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"공직선거법","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","-","-",
"관세법","합계","소년범죄자 처분결과","명","-","-","-","-","1","3","-","1","","","","","","",
"관세법","기소","소년범죄자 처분결과","명","-","-","-","-","1","3","-","1","","","","","","",
"관세법","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","구약식","소년범죄자 처분결과","명","-","-","-","-","1","3","-","1","","","","","","",
"관세법","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","불기소","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","기소유예","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","혐의없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"관세법","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"교통사고 처리특례법","합계","소년범죄자 처분결과","명","3997","4430","5138","3892","3536","3530","3845","3368","3283","2957","3007","2881","2456","2158",
"교통사고 처리특례법","기소","소년범죄자 처분결과","명","1027","907","981","428","312","234","375","349","312","269","267","259","266","232",
"교통사고 처리특례법","구공판_구속","소년범죄자 처분결과","명","26","20","11","7","5","3","10","3","3","4","2","3","3","2",
"교통사고 처리특례법","구공판_불구속","소년범죄자 처분결과","명","125","118","175","84","54","68","85","84","74","67","76","69","62","62",
"교통사고 처리특례법","구약식","소년범죄자 처분결과","명","876","769","795","337","253","163","280","262","235","198","189","187","201","168",
"교통사고 처리특례법","소년보호송치","소년범죄자 처분결과","명","526","767","812","833","898","945","894","805","654","562","584","669","544","536",
"교통사고 처리특례법","가정보호송치","소년범죄자 처분결과","명","-","1","-","-","-","-","-","-","-","-","1","","-","-",
"교통사고 처리특례법","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"교통사고 처리특례법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"교통사고 처리특례법","불기소","소년범죄자 처분결과","명","2422","2734","3320","2608","2309","2329","2561","2198","2242","2060","2075","1941","1633","1375",
"교통사고 처리특례법","기소유예","소년범죄자 처분결과","명","881","960","1076","995","881","1161","1141","920","827","684","672","685","628","495",
"교통사고 처리특례법","혐의없음","소년범죄자 처분결과","명","11","14","17","27","20","39","44","49","56","63","56","64","45","53",
"교통사고 처리특례법","죄가안됨","소년범죄자 처분결과","명","19","21","18","13","12","8","3","2","1","5","3","3","-","-",
"교통사고 처리특례법","공소권없음","소년범죄자 처분결과","명","1511","1739","2209","1573","1396","1121","1373","1227","1358","1308","1344","1189","960","827",
"교통사고 처리특례법","기소중지","소년범죄자 처분결과","명","22","21","24","23","17","18","13","16","75","66","80","12","13","15",
"교통사고 처리특례법","참고인중지","소년범죄자 처분결과","명","-","-","1","-","-","4","2","-","-","-","-","","-","-",
"교통사고 처리특례법","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"국가보안법","합계","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","기소","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","구약식","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","불기소","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","기소유예","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","혐의없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","공소권없음","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","기소중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국가보안법","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","","","","","","",
"국민체육진흥법","합계","소년범죄자 처분결과","명","","","","","","","","","19","20","19","6","6","16",
"국민체육진흥법","기소","소년범죄자 처분결과","명","","","","","","","","","4","2","6","","2","-",
"국민체육진흥법","구공판_구속","소년범죄자 처분결과","명","","","","","","","","","1","-","-","","-","-",
"국민체육진흥법","구공판_불구속","소년범죄자 처분결과","명","","","","","","","","","-","1","2","","-","-",
"국민체육진흥법","구약식","소년범죄자 처분결과","명","","","","","","","","","3","1","4","","2","-",
"국민체육진흥법","소년보호송치","소년범죄자 처분결과","명","","","","","","","","","2","2","2","1","3","1",
"국민체육진흥법","가정보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","성매매보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"국민체육진흥법","불기소","소년범죄자 처분결과","명","","","","","","","","","12","15","10","5","1","15",
"국민체육진흥법","기소유예","소년범죄자 처분결과","명","","","","","","","","","12","14","10","5","-","15",
"국민체육진흥법","혐의없음","소년범죄자 처분결과","명","","","","","","","","","-","1","-","","1","-",
"국민체육진흥법","죄가안됨","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","공소권없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","기소중지","소년범죄자 처분결과","명","","","","","","","","","1","1","1","","-","-",
"국민체육진흥법","참고인중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국민체육진흥법","공소보류","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","합계","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","기소","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","구공판_구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","구공판_불구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","구약식","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","소년보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","가정보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","성매매보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"국토의계획및이용에관한법률","불기소","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","기소유예","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","혐의없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","죄가안됨","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","공소권없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","기소중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","참고인중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"국토의계획및이용에관한법률","공소보류","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로기준법","합계","소년범죄자 처분결과","명","7","14","4","21","13","49","49","44","-","-","2","3","1","-",
"근로기준법","기소","소년범죄자 처분결과","명","3","9","1","12","4","17","16","19","-","-","1","1","1","-",
"근로기준법","구공판_구속","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","구공판_불구속","소년범죄자 처분결과","명","-","-","-","-","-","-","1","4","-","-","-","","-","-",
"근로기준법","구약식","소년범죄자 처분결과","명","3","9","1","12","4","17","15","15","-","-","1","1","1","-",
"근로기준법","소년보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","가정보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","성매매보호송치","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"근로기준법","불기소","소년범죄자 처분결과","명","2","4","3","3","6","21","20","17","-","-","-","2","-","-",
"근로기준법","기소유예","소년범죄자 처분결과","명","-","1","-","1","1","4","6","2","-","-","-","1","-","-",
"근로기준법","혐의없음","소년범죄자 처분결과","명","-","-","-","-","2","1","2","3","-","-","-","","-","-",
"근로기준법","죄가안됨","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","공소권없음","소년범죄자 처분결과","명","2","3","3","2","3","16","12","12","-","-","-","1","-","-",
"근로기준법","기소중지","소년범죄자 처분결과","명","2","1","-","6","3","11","13","8","-","-","1","","-","-",
"근로기준법","참고인중지","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로기준법","공소보류","소년범죄자 처분결과","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"근로자퇴직급여보장법","합계","소년범죄자 처분결과","명","","","","","","","","","-","-","-","1","-","-",
"근로자퇴직급여보장법","기소","소년범죄자 처분결과","명","","","","","","","","","-","-","-","1","-","-",
"근로자퇴직급여보장법","구공판_구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","구공판_불구속","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","구약식","소년범죄자 처분결과","명","","","","","","","","","-","-","-","1","-","-",
"근로자퇴직급여보장법","소년보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","가정보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","성매매보호송치","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","아동보호송치","소년범죄자 처분결과","명","","","","","","","","","","","-","","-","-",
"근로자퇴직급여보장법","불기소","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","기소유예","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","혐의없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","죄가안됨","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","공소권없음","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","기소중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","참고인중지","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"근로자퇴직급여보장법","공소보류","소년범죄자 처분결과","명","","","","","","","","","-","-","-","","-","-",
"노동조합및노동관계조정법","합계","소년범죄자 처분결과","명","-","-","-","1","1","-","-","1","","","","","","",
"노동조합및노동관계조정법","기소","소년범죄자 처분결과","명","-","-","-","-","-","-","-","1","","","","","","",
