,2019
총강력범(흉악),3665.0
살인,20.0
강도,366.0
방화,99.0
성폭력,3180.0
살인비율,0.5457025920873124
강도비율,9.986357435197817
방화비율,2.7012278308321966
성폭력비율,86.76671214188268
